Index,Feature,Importance
861,jml_mean_charge_266,6.4268756e-06
347,jml_bp_add_atom_rad,0.0
342,jml_is_lanthanoid,0.0
97,max_NpValence,0.0
326,jml_bp_subs_voro_coord,0.0
99,max_NfValence,0.0
143,mode_NfValence,0.0
96,max_NsValence,0.0
141,mode_NpValence,0.0
140,mode_NsValence,0.0
323,jml_X_subs_atom_mass,0.0
114,min_Column,0.0
349,jml_polzbl_subs_bp,0.0
93,max_Row,0.0
356,jml_atom_mass_subs_atom_rad,0.0
377,jml_mp_add_atom_rad,0.0
589,jml_therm_cond_subs_X,0.0
384,jml_atom_mass_subs_hfus,0.0
1566,jml_ddf_135,0.0
383,jml_C-26,0.0
381,jml_bp_subs_atom_rad,0.0
379,jml_bp_subs_mol_vol,0.0
378,jml_hfus_add_atom_mass,0.0
376,jml_first_ion_en_subs_mp,0.0
358,jml_polzbl_subs_mp,0.0
373,jml_bp_subs_hfus,0.0
365,jml_bp_add_voro_coord,0.0
158,jml_is_halogen,0.0
364,jml_voro_coord_subs_bp,0.0
363,jml_therm_cond_subs_polzbl,0.0
315,jml_mol_vol_subs_mp,0.0
151,mode_GSbandgap,0.0
319,jml_polzbl_add_mp,0.0
308,jml_elec_aff_add_mp,0.0
313,jml_mp_subs_first_ion_en,0.0
685,jml_mean_charge_90,0.0
119,min_NpValence,0.0
287,jml_hfus_subs_mp,0.0
102,max_NpUnfilled,0.0
284,jml_is_alkali,0.0
281,jml_polzbl_subs_X,0.0
690,jml_mean_charge_95,0.0
279,jml_elec_aff_subs_atom_mass,0.0
239,jml_first_ion_en_add_mp,0.0
694,jml_mean_charge_99,0.0
695,jml_mean_charge_100,0.0
696,jml_mean_charge_101,0.0
268,jml_atom_mass,0.0
698,jml_mean_charge_103,0.0
101,max_NsUnfilled,0.0
699,jml_mean_charge_104,0.0
291,jml_elec_aff_add_bp,0.0
294,jml_C-11,0.0
311,jml_hfus_add_polzbl,0.0
121,min_NfValence,0.0
115,min_Row,0.0
309,jml_is_noble_gas,0.0
79,range_NsUnfilled,0.0
303,jml_C-18,0.0
302,jml_C-19,0.0
130,min_GSmagmom,0.0
129,min_GSbandgap,0.0
126,min_NfUnfilled,0.0
124,min_NpUnfilled,0.0
104,max_NfUnfilled,0.0
123,min_NsUnfilled,0.0
298,jml_C-15,0.0
297,jml_C-16,0.0
296,jml_C-17,0.0
681,jml_mean_charge_86,0.0
388,jml_first_ion_en_add_bp,0.0
425,jml_C-23,0.0
389,jml_hfus_subs_therm_cond,0.0
85,range_GSbandgap,0.0
1623,jml_nn_13,0.0
1622,jml_nn_12,0.0
414,jml_atom_mass_add_atom_rad,0.0
1620,jml_nn_10,0.0
484,jml_mol_vol_add_therm_cond,0.0
1618,jml_nn_8,0.0
1617,jml_nn_7,0.0
1616,jml_nn_6,0.0
483,jml_hfus_subs_mol_vol,0.0
208,jml_mp,0.0
1615,jml_nn_5,0.0
1614,jml_nn_4,0.0
1613,jml_nn_3,0.0
1612,jml_nn_2,0.0
1611,jml_nn_1,0.0
405,jml_atom_rad_add_therm_cond,0.0
417,jml_elec_aff_add_therm_cond,0.0
465,jml_mp_subs_hfus,0.0
496,jml_bp_subs_X,0.0
447,jml_atom_rad_subs_mp,0.0
426,jml_C-20,0.0
430,jml_mp_subs_X,0.0
434,jml_atom_mass_subs_voro_coord,0.0
435,jml_hfus_add_therm_cond,0.0
224,jml_polzbl_add_atom_rad,0.0
437,jml_mp_subs_voro_coord,0.0
442,jml_atom_rad_subs_bp,0.0
423,jml_C-25,0.0
419,jml_C-29,0.0
422,jml_C-24,0.0
450,jml_atom_rad_subs_therm_cond,0.0
454,jml_elec_aff_subs_mol_vol,0.0
455,jml_nsvalence,0.0
458,jml_bp_subs_polzbl,0.0
700,jml_mean_charge_105,0.0
421,jml_C-27,0.0
487,jml_mp_subs_polzbl,0.0
107,max_GSbandgap,0.0
424,jml_C-22,0.0
226,jml_mol_vol_add_mp,0.0
1587,jml_ddf_156,0.0
534,jml_hfus_subs_atom_mass,0.0
172,jml_C-9,0.0
536,jml_first_ion_en_subs_therm_cond,0.0
539,jml_therm_cond,0.0
540,jml_bp_subs_first_ion_en,0.0
545,jml_hfus_subs_polzbl,0.0
391,jml_X_subs_bp,0.0
533,jml_polzbl_subs_first_ion_en,0.0
555,jml_is_alkaline,0.0
557,jml_first_ion_en_subs_bp,0.0
568,jml_hfus_add_mp,0.0
575,jml_X_subs_polzbl,0.0
582,jml_polzbl_subs_atom_rad,0.0
585,jml_mp_subs_atom_rad,0.0
586,jml_X_subs_mp,0.0
176,jml_C-5,0.0
532,jml_X_subs_therm_cond,0.0
248,jml_polzbl,0.0
517,jml_bp,0.0
403,jml_hfus_subs_first_ion_en,0.0
505,jml_atom_mass_subs_elec_aff,0.0
513,jml_mp_add_X,0.0
514,jml_elec_aff_subs_bp,0.0
402,jml_is_actinoid,0.0
399,jml_hfus_subs_bp,0.0
178,jml_C-3,0.0
519,jml_elec_aff_subs_mp,0.0
397,jml_polzbl_add_elec_aff,0.0
520,jml_C-31,0.0
521,jml_C-30,0.0
522,jml_C-33,0.0
523,jml_C-32,0.0
525,jml_C-34,0.0
1593,jml_ddf_162,0.0
1592,jml_ddf_161,0.0
587,jml_atom_mass_subs_X,0.0
738,jml_mean_charge_143,0.0
703,jml_mean_charge_108,0.0
909,jml_mean_charge_314,0.0
1330,jml_adf2_78,0.0
898,jml_mean_charge_303,0.0
899,jml_mean_charge_304,0.0
900,jml_mean_charge_305,0.0
902,jml_mean_charge_307,0.0
903,jml_mean_charge_308,0.0
904,jml_mean_charge_309,0.0
905,jml_mean_charge_310,0.0
906,jml_mean_charge_311,0.0
907,jml_mean_charge_312,0.0
908,jml_mean_charge_313,0.0
910,jml_mean_charge_315,0.0
896,jml_mean_charge_301,0.0
911,jml_mean_charge_316,0.0
912,jml_mean_charge_317,0.0
913,jml_mean_charge_318,0.0
914,jml_mean_charge_319,0.0
915,jml_mean_charge_320,0.0
916,jml_mean_charge_321,0.0
917,jml_mean_charge_322,0.0
918,jml_mean_charge_323,0.0
919,jml_mean_charge_324,0.0
920,jml_mean_charge_325,0.0
921,jml_mean_charge_326,0.0
897,jml_mean_charge_302,0.0
892,jml_mean_charge_297,0.0
926,jml_mean_charge_331,0.0
878,jml_mean_charge_283,0.0
864,jml_mean_charge_269,0.0
866,jml_mean_charge_271,0.0
868,jml_mean_charge_273,0.0
869,jml_mean_charge_274,0.0
870,jml_mean_charge_275,0.0
871,jml_mean_charge_276,0.0
872,jml_mean_charge_277,0.0
74,range_NsValence,0.0
874,jml_mean_charge_279,0.0
875,jml_mean_charge_280,0.0
877,jml_mean_charge_282,0.0
879,jml_mean_charge_284,0.0
891,jml_mean_charge_296,0.0
880,jml_mean_charge_285,0.0
881,jml_mean_charge_286,0.0
882,jml_mean_charge_287,0.0
883,jml_mean_charge_288,0.0
884,jml_mean_charge_289,0.0
885,jml_mean_charge_290,0.0
886,jml_mean_charge_291,0.0
887,jml_mean_charge_292,0.0
888,jml_mean_charge_293,0.0
889,jml_mean_charge_294,0.0
890,jml_mean_charge_295,0.0
924,jml_mean_charge_329,0.0
928,jml_mean_charge_333,0.0
705,jml_mean_charge_110,0.0
968,jml_mean_charge_373,0.0
1265,jml_adf2_13,0.0
1264,jml_adf2_12,0.0
1263,jml_adf2_11,0.0
959,jml_mean_charge_364,0.0
960,jml_mean_charge_365,0.0
1260,jml_adf2_8,0.0
961,jml_mean_charge_366,0.0
962,jml_mean_charge_367,0.0
964,jml_mean_charge_369,0.0
965,jml_mean_charge_370,0.0
967,jml_mean_charge_372,0.0
971,jml_mean_charge_376,0.0
957,jml_mean_charge_362,0.0
972,jml_mean_charge_377,0.0
973,jml_mean_charge_378,0.0
974,jml_rdf_1,0.0
975,jml_rdf_2,0.0
976,jml_rdf_3,0.0
977,jml_rdf_4,0.0
978,jml_rdf_5,0.0
979,jml_rdf_6,0.0
980,jml_rdf_7,0.0
981,jml_rdf_8,0.0
985,jml_rdf_12,0.0
958,jml_mean_charge_363,0.0
956,jml_mean_charge_361,0.0
929,jml_mean_charge_334,0.0
942,jml_mean_charge_347,0.0
118,min_NsValence,0.0
932,jml_mean_charge_337,0.0
934,jml_mean_charge_339,0.0
935,jml_mean_charge_340,0.0
936,jml_mean_charge_341,0.0
937,jml_mean_charge_342,0.0
938,jml_mean_charge_343,0.0
939,jml_mean_charge_344,0.0
940,jml_mean_charge_345,0.0
1290,jml_adf2_38,0.0
1289,jml_adf2_37,0.0
943,jml_mean_charge_348,0.0
955,jml_mean_charge_360,0.0
944,jml_mean_charge_349,0.0
945,jml_mean_charge_350,0.0
948,jml_mean_charge_353,0.0
949,jml_mean_charge_354,0.0
1279,jml_adf2_27,0.0
1278,jml_adf2_26,0.0
950,jml_mean_charge_355,0.0
951,jml_mean_charge_356,0.0
1273,jml_adf2_21,0.0
954,jml_mean_charge_359,0.0
1270,jml_adf2_18,0.0
863,jml_mean_charge_268,0.0
862,jml_mean_charge_267,0.0
860,jml_mean_charge_265,0.0
772,jml_mean_charge_177,0.0
758,jml_mean_charge_163,0.0
759,jml_mean_charge_164,0.0
1462,jml_ddf_31,0.0
761,jml_mean_charge_166,0.0
762,jml_mean_charge_167,0.0
764,jml_mean_charge_169,0.0
765,jml_mean_charge_170,0.0
766,jml_mean_charge_171,0.0
767,jml_mean_charge_172,0.0
769,jml_mean_charge_174,0.0
770,jml_mean_charge_175,0.0
775,jml_mean_charge_180,0.0
756,jml_mean_charge_161,0.0
776,jml_mean_charge_181,0.0
779,jml_mean_charge_184,0.0
780,jml_mean_charge_185,0.0
781,jml_mean_charge_186,0.0
1441,jml_ddf_10,0.0
782,jml_mean_charge_187,0.0
783,jml_mean_charge_188,0.0
784,jml_mean_charge_189,0.0
785,jml_mean_charge_190,0.0
786,jml_mean_charge_191,0.0
787,jml_mean_charge_192,0.0
757,jml_mean_charge_162,0.0
1470,jml_ddf_39,0.0
859,jml_mean_charge_264,0.0
724,jml_mean_charge_129,0.0
1517,jml_ddf_86,0.0
709,jml_mean_charge_114,0.0
710,jml_mean_charge_115,0.0
711,jml_mean_charge_116,0.0
712,jml_mean_charge_117,0.0
715,jml_mean_charge_120,0.0
716,jml_mean_charge_121,0.0
717,jml_mean_charge_122,0.0
719,jml_mean_charge_124,0.0
720,jml_mean_charge_125,0.0
721,jml_mean_charge_126,0.0
726,jml_mean_charge_131,0.0
754,jml_mean_charge_159,0.0
729,jml_mean_charge_134,0.0
734,jml_mean_charge_139,0.0
739,jml_mean_charge_144,0.0
740,jml_mean_charge_145,0.0
742,jml_mean_charge_147,0.0
743,jml_mean_charge_148,0.0
746,jml_mean_charge_151,0.0
747,jml_mean_charge_152,0.0
749,jml_mean_charge_154,0.0
750,jml_mean_charge_155,0.0
753,jml_mean_charge_158,0.0
788,jml_mean_charge_193,0.0
789,jml_mean_charge_194,0.0
790,jml_mean_charge_195,0.0
843,jml_mean_charge_248,0.0
827,jml_mean_charge_232,0.0
828,jml_mean_charge_233,0.0
831,jml_mean_charge_236,0.0
833,jml_mean_charge_238,0.0
834,jml_mean_charge_239,0.0
836,jml_mean_charge_241,0.0
837,jml_mean_charge_242,0.0
838,jml_mean_charge_243,0.0
840,jml_mean_charge_245,0.0
841,jml_mean_charge_246,0.0
842,jml_mean_charge_247,0.0
844,jml_mean_charge_249,0.0
791,jml_mean_charge_196,0.0
845,jml_mean_charge_250,0.0
846,jml_mean_charge_251,0.0
847,jml_mean_charge_252,0.0
848,jml_mean_charge_253,0.0
851,jml_mean_charge_256,0.0
852,jml_mean_charge_257,0.0
853,jml_mean_charge_258,0.0
854,jml_mean_charge_259,0.0
855,jml_mean_charge_260,0.0
857,jml_mean_charge_262,0.0
858,jml_mean_charge_263,0.0
826,jml_mean_charge_231,0.0
825,jml_mean_charge_230,0.0
1404,jml_adf2_152,0.0
822,jml_mean_charge_227,0.0
792,jml_mean_charge_197,0.0
794,jml_mean_charge_199,0.0
795,jml_mean_charge_200,0.0
796,jml_mean_charge_201,0.0
798,jml_mean_charge_203,0.0
800,jml_mean_charge_205,0.0
801,jml_mean_charge_206,0.0
802,jml_mean_charge_207,0.0
804,jml_mean_charge_209,0.0
805,jml_mean_charge_210,0.0
806,jml_mean_charge_211,0.0
807,jml_mean_charge_212,0.0
808,jml_mean_charge_213,0.0
809,jml_mean_charge_214,0.0
810,jml_mean_charge_215,0.0
811,jml_mean_charge_216,0.0
812,jml_mean_charge_217,0.0
813,jml_mean_charge_218,0.0
814,jml_mean_charge_219,0.0
815,jml_mean_charge_220,0.0
816,jml_mean_charge_221,0.0
820,jml_mean_charge_225,0.0
821,jml_mean_charge_226,0.0
873,jml_mean_charge_278,0.0
