Index,Feature,Importance
512,jml_voro_coord_subs_atom_rad,0.00023960983
618,jml_mean_charge_23,0.0002389299
497,jml_polzbl_subs_voro_coord,0.00023800855
612,jml_mean_charge_17,0.0002374375
541,jml_X_subs_voro_coord,0.00023711086
157,jml_mol_vol_subs_atom_mass,0.0002367446
1537,jml_ddf_106,0.00023673344
680,jml_mean_charge_85,0.00023541795
1060,jml_rdf_87,0.00023420861
1068,jml_rdf_95,0.00023346467
1223,jml_adf1_150,0.00023249509
1312,jml_adf2_60,0.0002309035
602,jml_mean_charge_7,0.00023072063
1521,jml_ddf_90,0.00023043343
1144,jml_adf1_71,0.00023036514
1122,jml_adf1_49,0.00023016139
243,jml_nfvalence,0.00023015896
1259,jml_adf2_7,0.00022888018
583,jml_mol_vol_divi_atom_mass,0.0002287464
1388,jml_adf2_136,0.00022856788
173,jml_C-8,0.00022854703
329,jml_e2,0.00022854096
1170,jml_adf1_97,0.00022853607
604,jml_mean_charge_9,0.00022826425
1230,jml_adf1_157,0.00022805942
481,jml_elec_aff_subs_atom_rad,0.00022773315
292,jml_C-13,0.00022713409
1177,jml_adf1_104,0.00022638381
1628,jml_nn_18,0.00022603983
1406,jml_adf2_154,0.00022590726
584,jml_polzbl_subs_mol_vol,0.00022583449
452,jml_polzbl_mult_bp,0.00022537427
1154,jml_adf1_81,0.00022517888
1215,jml_adf1_142,0.00022514476
263,jml_bp_subs_elec_aff,0.00022498368
1525,jml_ddf_94,0.00022490733
1009,jml_rdf_36,0.00022451293
1183,jml_adf1_110,0.00022413296
1643,jml_nn_33,0.000223793
1178,jml_adf1_105,0.00022316995
1495,jml_ddf_64,0.00022289898
1383,jml_adf2_131,0.00022263978
1601,jml_ddf_170,0.00022215724
1059,jml_rdf_86,0.00022133102
1487,jml_ddf_56,0.00022125395
32,avg_NdValence,0.00022013333
1021,jml_rdf_48,0.00021895551
46,dev_AtomicWeight,0.00021889566
1203,jml_adf1_130,0.00021803034
330,jml_atom_rad_subs_X,0.00021739624
1303,jml_adf2_51,0.00021698372
1591,jml_ddf_160,0.00021672511
44,dev_Number,0.0002165991
1150,jml_adf1_77,0.00021641247
70,range_Column,0.00021576684
1528,jml_ddf_97,0.00021513952
161,jml_mol_vol_mult_atom_mass,0.00021496194
1031,jml_rdf_58,0.00021462247
1390,jml_adf2_138,0.00021402512
1092,jml_adf1_19,0.00021395054
1147,jml_adf1_74,0.00021364675
1571,jml_ddf_140,0.00021359033
1477,jml_ddf_46,0.00021307998
688,jml_mean_charge_93,0.00021248855
1291,jml_adf2_39,0.00021194606
1153,jml_adf1_80,0.00021172831
1638,jml_nn_28,0.00021155775
1217,jml_adf1_144,0.00021123503
560,jml_oq_enp,0.0002110169
88,max_Number,0.00021069759
1631,jml_nn_21,0.00021014456
1123,jml_adf1_50,0.00020964505
1741,SumCrFeCo,0.00020953082
1095,jml_adf1_22,0.00020941519
1409,jml_adf2_157,0.00020904036
1118,jml_adf1_45,0.00020863365
565,jml_hfus_mult_elec_aff,0.00020857088
182,jml_mp_subs_elec_aff,0.0002083862
1016,jml_rdf_43,0.00020820383
385,jml_mp_subs_therm_cond,0.00020759794
569,jml_therm_cond_subs_bp,0.00020756322
1109,jml_adf1_36,0.00020672478
1114,jml_adf1_41,0.00020659015
259,jml_therm_cond_mult_X,0.00020568309
210,jml_atom_mass_add_voro_coord,0.00020539488
411,jml_mol_vol_subs_polzbl,0.00020484962
657,jml_mean_charge_62,0.00020437723
500,jml_first_ion_en_mult_atom_mass,0.00020414393
1705,jml_nn_95,0.00020363362
206,jml_mol_vol_subs_atom_rad,0.0002033015
290,jml_atom_rad_divi_mol_vol,0.00020243193
1124,jml_adf1_51,0.00020184829
30,avg_NsValence,0.00020152579
1018,jml_rdf_45,0.00020107537
1143,jml_adf1_70,0.00020027209
328,jml_e3,0.00020019032
106,max_GSvolume_pa,0.00020015471
199,jml_max_oxid_s,0.00019983837
165,jml_elec_aff_mult_X,0.0001997163
109,max_SpaceGroupNumber,0.0001996682
1405,jml_adf2_153,0.00019940302
1140,jml_adf1_67,0.00019815823
1447,jml_ddf_16,0.00019812766
1681,jml_nn_71,0.00019799136
590,jml_hfus,0.000197672
89,max_MendeleevNumber,0.00019750766
463,jml_mol_vol_add_atom_rad,0.00019683778
617,jml_mean_charge_22,0.00019680154
1067,jml_rdf_94,0.00019672113
777,jml_mean_charge_182,0.00019655883
1233,jml_adf1_160,0.00019593145
1246,jml_adf1_173,0.0001957424
1422,jml_adf2_170,0.00019447927
1192,jml_adf1_119,0.00019439695
1042,jml_rdf_69,0.00019372039
818,jml_mean_charge_223,0.00019367086
1418,jml_adf2_166,0.00019341482
1032,jml_rdf_59,0.00019266701
1237,jml_adf1_164,0.00019241689
60,dev_NfUnfilled,0.00019197424
1036,jml_rdf_63,0.00019168884
665,jml_mean_charge_70,0.00019040063
1345,jml_adf2_93,0.00019007655
983,jml_rdf_10,0.00018954392
40,avg_GSvolume_pa,0.00018893868
220,jml_first_ion_en_mult_mol_vol,0.00018864674
1685,jml_nn_75,0.00018856506
215,jml_bp_add_X,0.00018835538
344,jml_atom_mass_subs_therm_cond,0.00018828898
1655,jml_nn_45,0.0001882187
1171,jml_adf1_98,0.00018813643
1691,jml_nn_81,0.00018806575
335,jml_therm_cond_divi_hfus,0.00018756991
1096,jml_adf1_23,0.00018745362
1668,jml_nn_58,0.00018736294
1480,jml_ddf_49,0.00018726209
1064,jml_rdf_91,0.00018697871
1359,jml_adf2_107,0.00018687615
1417,jml_adf2_165,0.00018353711
348,jml_voro_coord_subs_hfus,0.00018276284
1532,jml_ddf_101,0.00018239512
1231,jml_adf1_158,0.00018220808
1117,jml_adf1_44,0.00018210355
359,jml_polzbl_subs_therm_cond,0.00018192758
404,jml_first_ion_en_divi_mp,0.00018185042
1132,jml_adf1_59,0.0001810898
229,jml_atom_mass_divi_therm_cond,0.00018066385
1358,jml_adf2_106,0.00017990562
668,jml_mean_charge_73,0.00017959609
1148,jml_adf1_75,0.00017932299
445,jml_avg_ion_rad,0.00017915414
735,jml_mean_charge_140,0.00017818266
90,max_AtomicWeight,0.0001769883
1214,jml_adf1_141,0.00017698793
137,mode_Row,0.00017682558
316,jml_atom_mass_divi_mp,0.0001767978
154,jml_bp_mult_atom_rad,0.00017662636
628,jml_mean_charge_33,0.00017594878
1493,jml_ddf_62,0.00017591305
1164,jml_adf1_91,0.00017562276
1158,jml_adf1_85,0.00017525743
1087,jml_adf1_14,0.00017522393
671,jml_mean_charge_76,0.00017511073
382,jml_bp_divi_atom_rad,0.00017509925
1027,jml_rdf_54,0.00017438378
1173,jml_adf1_100,0.00017383503
1393,jml_adf2_141,0.00017382299
1605,jml_ddf_174,0.00017372746
1476,jml_ddf_45,0.00017359335
1100,jml_adf1_27,0.00017320542
1185,jml_adf1_112,0.00017279587
1656,jml_nn_46,0.00017270632
986,jml_rdf_13,0.0001726638
549,jml_first_ion_en_mult_atom_rad,0.00017262003
723,jml_mean_charge_128,0.00017233782
1129,jml_adf1_56,0.00017215895
127,min_NUnfilled,0.00017192881
479,jml_atom_mass_mult_X,0.00017158221
1428,jml_adf2_176,0.00017150836
1451,jml_ddf_20,0.00017121928
57,dev_NsUnfilled,0.00017120992
1661,jml_nn_51,0.00017120752
1182,jml_adf1_109,0.00017035892
1574,jml_ddf_143,0.00017027695
1047,jml_rdf_74,0.00016960762
1163,jml_adf1_90,0.00016887682
264,jml_polzbl_divi_first_ion_en,0.0001688677
1226,jml_adf1_153,0.00016860187
1600,jml_ddf_169,0.00016773187
1295,jml_adf2_43,0.00016755065
1536,jml_ddf_105,0.00016688478
1432,jml_ddf_1,0.00016669284
1595,jml_ddf_164,0.0001665886
1704,jml_nn_94,0.00016423328
1700,jml_nn_90,0.00016420793
1090,jml_adf1_17,0.00016389304
714,jml_mean_charge_119,0.00016370504
1172,jml_adf1_99,0.00016351396
375,jml_hfus_divi_mp,0.00016334394
1698,jml_nn_88,0.00016296931
662,jml_mean_charge_67,0.00016269044
573,jml_therm_cond_add_voro_coord,0.00016239675
610,jml_mean_charge_15,0.00016096086
993,jml_rdf_20,0.00016093008
1530,jml_ddf_99,0.00016013173
1412,jml_adf2_160,0.00015954263
1329,jml_adf2_77,0.00015943636
1186,jml_adf1_113,0.00015901499
196,jml_therm_cond_subs_elec_aff,0.00015886995
524,jml_C-35,0.00015862899
1198,jml_adf1_125,0.00015859127
677,jml_mean_charge_82,0.00015822415
1662,jml_nn_52,0.00015784753
451,jml_polzbl_add_first_ion_en,0.00015775474
718,jml_mean_charge_123,0.0001575495
1057,jml_rdf_84,0.00015712484
470,jml_hfus_mult_therm_cond,0.00015709337
1585,jml_ddf_154,0.00015681879
1136,jml_adf1_63,0.0001567322
1224,jml_adf1_151,0.00015621829
830,jml_mean_charge_235,0.00015608012
1565,jml_ddf_134,0.00015598693
562,jml_atom_mass_subs_bp,0.0001548106
1025,jml_rdf_52,0.00015400865
34,avg_NValence,0.00015373697
457,jml_atom_mass_divi_bp,0.00015314006
609,jml_mean_charge_14,0.00015303007
78,range_NValence,0.0001528591
1310,jml_adf2_58,0.00015250425
1714,crystal_system,0.0001518581
441,jml_first_ion_en_subs_atom_rad,0.0001512377
737,jml_mean_charge_142,0.00015117972
1377,jml_adf2_125,0.00015097996
676,jml_mean_charge_81,0.00015078373
508,jml_first_ion_en_mult_bp,0.0001492502
1056,jml_rdf_83,0.00014924927
1306,jml_adf2_54,0.0001490762
1317,jml_adf2_65,0.00014880217
1489,jml_ddf_58,0.00014857622
168,jml_voro_coord_subs_therm_cond,0.000148506
1717,point_group,0.00014829465
1673,jml_nn_63,0.00014757116
638,jml_mean_charge_43,0.00014595542
684,jml_mean_charge_89,0.00014587551
343,jml_mol_vol_divi_polzbl,0.00014554629
1301,jml_adf2_49,0.00014536527
646,jml_mean_charge_51,0.00014493986
1378,jml_adf2_126,0.00014458163
1372,jml_adf2_120,0.00014439039
1394,jml_adf2_142,0.00014366506
1630,jml_nn_20,0.0001434725
1070,jml_rdf_97,0.0001429213
1461,jml_ddf_30,0.00014272348
234,jml_op_eg,0.00014268019
1669,jml_nn_59,0.00014251965
485,jml_bp_mult_X,0.00014221125
922,jml_mean_charge_327,0.00014218963
1003,jml_rdf_30,0.00014202703
661,jml_mean_charge_66,0.00014163484
113,min_MeltingT,0.0001415345
440,jml_therm_cond_divi_voro_coord,0.00014130631
1371,jml_adf2_119,0.00014122238
835,jml_mean_charge_240,0.00014111934
490,jml_polzbl_subs_elec_aff,0.00014070224
433,jml_voro_coord_divi_atom_mass,0.0001404672
139,mode_Electronegativity,0.00014037183
1707,jml_nn_97,0.00014031066
371,jml_bp_divi_mp,0.00014008915
1324,jml_adf2_72,0.00013872141
1298,jml_adf2_46,0.00013867319
994,jml_rdf_21,0.0001386173
1581,jml_ddf_150,0.0001385123
1239,jml_adf1_166,0.00013840712
1510,jml_ddf_79,0.00013781335
261,jml_elec_aff_subs_X,0.0001377165
1696,jml_nn_86,0.000137503
1316,jml_adf2_64,0.00013639567
418,jml_C-28,0.00013637696
1285,jml_adf2_33,0.0001361129
473,jml_elec_aff,0.00013587088
1699,jml_nn_89,0.0001357349
1674,jml_nn_64,0.00013519834
1684,jml_nn_74,0.00013445574
1325,jml_adf2_73,0.00013434116
486,jml_therm_cond_divi_mp,0.00013405533
1692,jml_nn_82,0.0001336042
1195,jml_adf1_122,0.00013351734
1048,jml_rdf_75,0.00013333237
633,jml_mean_charge_38,0.00013234514
1369,jml_adf2_117,0.00013188567
135,mode_MeltingT,0.00013187827
1606,jml_ddf_175,0.00013145663
1319,jml_adf2_67,0.00013105692
1703,jml_nn_93,0.00013097147
393,jml_atom_mass_mult_therm_cond,0.00013089497
984,jml_rdf_11,0.00013051038
666,jml_mean_charge_71,0.00013024904
1414,jml_adf2_162,0.00012963869
1610,jml_ddf_179,0.00012922354
353,jml_atom_mass_divi_mol_vol,0.00012867076
1475,jml_ddf_44,0.00012839396
333,jml_mp_subs_atom_mass,0.00012838916
100,max_NValence,0.00012830061
644,jml_mean_charge_49,0.00012815009
725,jml_mean_charge_130,0.00012766742
318,jml_bp_divi_first_ion_en,0.00012739877
1568,jml_ddf_137,0.00012736273
1744,SumCrCoNi,0.00012709618
1454,jml_ddf_23,0.00012691243
1201,jml_adf1_128,0.00012672596
219,jml_hfus_subs_X,0.00012666149
1597,jml_ddf_166,0.00012656703
488,jml_atom_rad_divi_bp,0.00012558028
204,jml_therm_cond_subs_mp,0.00012525408
275,jml_hfus_mult_atom_mass,0.00012501884
415,jml_hfus_mult_mp,0.00012485708
1547,jml_ddf_116,0.00012474532
1457,jml_ddf_26,0.00012409147
1206,jml_adf1_133,0.00012403664
1577,jml_ddf_146,0.00012378927
748,jml_mean_charge_153,0.0001235931
669,jml_mean_charge_74,0.00012352118
1682,jml_nn_72,0.0001231334
366,jml_nsunfill,0.00012308081
1277,jml_adf2_25,0.00012306382
1658,jml_nn_48,0.00012294653
637,jml_mean_charge_42,0.00012288764
559,jml_atom_mass_divi_hfus,0.00012279439
167,jml_nfunfill,0.00012277717
675,jml_mean_charge_80,0.00012267202
799,jml_mean_charge_204,0.000121495956
1234,jml_adf1_161,0.00012127958
641,jml_mean_charge_46,0.000121264224
733,jml_mean_charge_138,0.0001212064
1512,jml_ddf_81,0.000120723416
554,jml_polzbl_add_X,0.000118857744
639,jml_mean_charge_44,0.00011871915
650,jml_mean_charge_55,0.000118262826
1175,jml_adf1_102,0.000117856645
1320,jml_adf2_68,0.00011775092
1709,jml_nn_99,0.00011761511
692,jml_mean_charge_97,0.00011650722
1693,jml_nn_83,0.000116194205
211,jml_atom_mass_divi_atom_rad,0.000116054434
1706,jml_nn_96,0.00011598013
751,jml_mean_charge_156,0.000115887124
1456,jml_ddf_25,0.00011580483
1594,jml_ddf_163,0.00011563444
1101,jml_adf1_28,0.000115625786
989,jml_rdf_16,0.000115490635
431,jml_bp_subs_atom_mass,0.000114849856
693,jml_mean_charge_98,0.00011484209
634,jml_mean_charge_39,0.00011454484
1467,jml_ddf_36,0.00011407441
467,jml_atom_rad_divi_first_ion_en,0.00011401508
1196,jml_adf1_123,0.00011395644
1379,jml_adf2_127,0.00011359943
1498,jml_ddf_67,0.0001135967
1097,jml_adf1_24,0.0001135662
963,jml_mean_charge_368,0.00011342257
507,jml_hfus_subs_elec_aff,0.00011316189
1157,jml_adf1_84,0.00011302974
1219,jml_adf1_146,0.00011232629
1508,jml_ddf_77,0.00011220958
62,dev_GSvolume_pa,0.00011220777
1419,jml_adf2_167,0.000111827794
1321,jml_adf2_69,0.00011149615
269,jml_bp_subs_therm_cond,0.00011113823
443,jml_atom_rad_add_X,0.000111074194
731,jml_mean_charge_136,0.000111059424
1701,jml_nn_91,0.00011087395
24,avg_AtomicWeight,0.000110594774
468,jml_elec_aff_mult_mol_vol,0.000110256165
580,jml_mol_vol_add_X,0.00011017525
865,jml_mean_charge_270,0.00011016844
1471,jml_ddf_40,0.0001096486
1573,jml_ddf_142,0.00010964207
1425,jml_adf2_173,0.000109550456
1535,jml_ddf_104,0.00010928618
1396,jml_adf2_144,0.000108830725
1111,jml_adf1_38,0.00010874921
1702,jml_nn_92,0.00010695153
212,jml_hfus_divi_atom_rad,0.0001067817
1135,jml_adf1_62,0.00010664337
1572,jml_ddf_141,0.00010662527
1326,jml_adf2_74,0.0001061446
1053,jml_rdf_80,0.000106113395
744,jml_mean_charge_149,0.00010569502
1069,jml_rdf_96,0.00010459879
982,jml_rdf_9,0.0001044007
1599,jml_ddf_168,0.00010428596
278,jml_first_ion_en_divi_hfus,0.00010393363
1564,jml_ddf_133,0.0001035091
1334,jml_adf2_82,0.000103484475
1509,jml_ddf_78,0.00010326232
1548,jml_ddf_117,0.000103093706
1453,jml_ddf_22,0.00010302528
1364,jml_adf2_112,0.00010245282
202,jml_mol_vol_divi_hfus,0.00010243505
1523,jml_ddf_92,0.000102418795
1363,jml_adf2_111,0.000102007994
1400,jml_adf2_148,0.00010128047
1367,jml_adf2_115,0.00010104946
1138,jml_adf1_65,0.00010092758
663,jml_mean_charge_68,0.000100870995
1370,jml_adf2_118,0.00010059884
1401,jml_adf2_149,0.00010005684
1407,jml_adf2_155,9.989033e-05
1141,jml_adf1_68,9.980514e-05
1337,jml_adf2_85,9.927946e-05
608,jml_mean_charge_13,9.907316e-05
670,jml_mean_charge_75,9.877795e-05
1209,jml_adf1_136,9.8586104e-05
1099,jml_adf1_26,9.841057e-05
1624,jml_nn_14,9.8282864e-05
1551,jml_ddf_120,9.825186e-05
1727,4d_frac,9.825157e-05
283,jml_atom_rad_subs_atom_mass,9.813637e-05
207,jml_atom_rad_divi_hfus,9.7921395e-05
819,jml_mean_charge_224,9.7861324e-05
251,jml_therm_cond_divi_atom_rad,9.785866e-05
1084,jml_adf1_11,9.712751e-05
664,jml_mean_charge_69,9.694689e-05
1094,jml_adf1_21,9.689145e-05
1670,jml_nn_60,9.642877e-05
1352,jml_adf2_100,9.625779e-05
567,jml_hfus_add_X,9.5931704e-05
75,range_NpValence,9.588804e-05
305,jml_X_subs_elec_aff,9.5694595e-05
1200,jml_adf1_127,9.532788e-05
1546,jml_ddf_115,9.5317766e-05
1005,jml_rdf_32,9.5170624e-05
606,jml_mean_charge_11,9.468309e-05
1584,jml_ddf_153,9.456553e-05
1514,jml_ddf_83,9.4292365e-05
1560,jml_ddf_129,9.3069255e-05
1463,jml_ddf_32,9.300233e-05
1012,jml_rdf_39,9.297806e-05
1229,jml_adf1_156,9.2750975e-05
1210,jml_adf1_137,9.265019e-05
1650,jml_nn_40,9.2559814e-05
1452,jml_ddf_21,9.202087e-05
469,jml_is_metalloid,9.1446316e-05
1582,jml_ddf_151,9.137566e-05
1103,jml_adf1_30,9.094902e-05
155,jml_hfus_add_bp,9.063592e-05
970,jml_mean_charge_375,9.062448e-05
1527,jml_ddf_96,9.047769e-05
1314,jml_adf2_62,9.035456e-05
528,jml_mp_subs_bp,8.9809146e-05
1318,jml_adf2_66,8.959493e-05
1313,jml_adf2_61,8.8329114e-05
574,jml_mop_eg,8.826653e-05
276,jml_hfus_divi_mol_vol,8.8092114e-05
474,jml_mp_divi_atom_rad,8.591331e-05
240,jml_first_ion_en_add_atom_mass,8.579674e-05
817,jml_mean_charge_222,8.557346e-05
1446,jml_ddf_15,8.5469655e-05
625,jml_mean_charge_30,8.533367e-05
1539,jml_ddf_108,8.524729e-05
1443,jml_ddf_12,8.504212e-05
1160,jml_adf1_87,8.420492e-05
1398,jml_adf2_146,8.4054904e-05
1562,jml_ddf_131,8.404711e-05
1499,jml_ddf_68,8.3941566e-05
1604,jml_ddf_173,8.33737e-05
1029,jml_rdf_56,8.283263e-05
1052,jml_rdf_79,8.2810475e-05
387,jml_polzbl_add_mol_vol,8.233052e-05
1168,jml_adf1_95,8.2224054e-05
561,jml_elec_aff_subs_hfus,8.207191e-05
1570,jml_ddf_139,8.1681326e-05
623,jml_mean_charge_28,8.1384045e-05
773,jml_mean_charge_178,8.1169164e-05
643,jml_mean_charge_48,8.071776e-05
277,jml_hfus_divi_polzbl,8.06646e-05
1549,jml_ddf_118,8.0399885e-05
702,jml_mean_charge_107,8.021776e-05
310,jml_polzbl_add_bp,8.018123e-05
1297,jml_adf2_45,8.0130405e-05
1486,jml_ddf_55,7.972342e-05
683,jml_mean_charge_88,7.9502446e-05
1437,jml_ddf_6,7.930748e-05
1283,jml_adf2_31,7.876775e-05
1590,jml_ddf_159,7.856825e-05
187,jml_first_ion_en_subs_hfus,7.7975994e-05
286,jml_mol_vol_mult_X,7.788955e-05
630,jml_mean_charge_35,7.774569e-05
1375,jml_adf2_123,7.73632e-05
1524,jml_ddf_93,7.687059e-05
1433,jml_ddf_2,7.677324e-05
1554,jml_ddf_123,7.6404904e-05
607,jml_mean_charge_12,7.620789e-05
1436,jml_ddf_5,7.608796e-05
1529,jml_ddf_98,7.593685e-05
493,jml_bp_add_therm_cond,7.590509e-05
1139,jml_adf1_66,7.511726e-05
707,jml_mean_charge_112,7.486504e-05
832,jml_mean_charge_237,7.4741874e-05
1339,jml_adf2_87,7.472197e-05
829,jml_mean_charge_234,7.448216e-05
1411,jml_adf2_159,7.438652e-05
1481,jml_ddf_50,7.434257e-05
1484,jml_ddf_53,7.409455e-05
1204,jml_adf1_131,7.3984345e-05
728,jml_mean_charge_133,7.376758e-05
599,jml_mean_charge_4,7.3653915e-05
1518,jml_ddf_87,7.365278e-05
656,jml_mean_charge_61,7.347456e-05
1526,jml_ddf_95,7.30209e-05
82,range_NfUnfilled,7.245847e-05
1360,jml_adf2_108,7.237959e-05
611,jml_mean_charge_16,7.235249e-05
1719,B,7.2211624e-05
1435,jml_ddf_4,7.218629e-05
1543,jml_ddf_112,7.202162e-05
1563,jml_ddf_132,7.177442e-05
1347,jml_adf2_95,7.139673e-05
730,jml_mean_charge_135,7.108615e-05
1179,jml_adf1_106,7.048461e-05
849,jml_mean_charge_254,7.0408794e-05
274,jml_mp_add_therm_cond,7.028255e-05
1455,jml_ddf_24,7.027395e-05
1608,jml_ddf_177,7.0163034e-05
635,jml_mean_charge_40,7.009857e-05
1469,jml_ddf_38,7.003456e-05
1235,jml_adf1_162,6.991428e-05
1505,jml_ddf_74,6.959113e-05
1304,jml_adf2_52,6.9411035e-05
614,jml_mean_charge_19,6.907038e-05
1515,jml_ddf_84,6.884272e-05
1647,jml_nn_37,6.862611e-05
778,jml_mean_charge_183,6.8294394e-05
186,jml_X_subs_mol_vol,6.8178306e-05
987,jml_rdf_14,6.815206e-05
931,jml_mean_charge_336,6.7729605e-05
613,jml_mean_charge_18,6.7532266e-05
301,jml_polzbl_subs_atom_mass,6.7242014e-05
621,jml_mean_charge_26,6.651882e-05
1557,jml_ddf_126,6.643298e-05
1081,jml_adf1_8,6.606628e-05
616,jml_mean_charge_21,6.5935594e-05
797,jml_mean_charge_202,6.587072e-05
1189,jml_adf1_116,6.57298e-05
736,jml_mean_charge_141,6.544083e-05
947,jml_mean_charge_352,6.462558e-05
687,jml_mean_charge_92,6.4609696e-05
1243,jml_adf1_170,6.458007e-05
1540,jml_ddf_109,6.3560765e-05
289,jml_atom_mass_subs_polzbl,6.289669e-05
252,jml_first_ion_en_subs_atom_mass,6.274959e-05
1496,jml_ddf_65,6.21871e-05
1541,jml_ddf_110,6.212922e-05
1472,jml_ddf_41,6.194527e-05
682,jml_mean_charge_87,6.184058e-05
620,jml_mean_charge_25,6.179605e-05
285,jml_voro_coord_subs_atom_mass,6.157007e-05
1332,jml_adf2_80,6.1178485e-05
272,jml_hfus_mult_atom_rad,6.110526e-05
1569,jml_ddf_138,6.0749204e-05
706,jml_mean_charge_111,6.0086393e-05
941,jml_mean_charge_346,5.972876e-05
1191,jml_adf1_118,5.965634e-05
1488,jml_ddf_57,5.946551e-05
1365,jml_adf2_113,5.9068367e-05
1583,jml_ddf_152,5.871023e-05
732,jml_mean_charge_137,5.865457e-05
1194,jml_adf1_121,5.8452995e-05
1555,jml_ddf_124,5.8174795e-05
1602,jml_ddf_171,5.810466e-05
674,jml_mean_charge_79,5.7891455e-05
1626,jml_nn_16,5.7590474e-05
1391,jml_adf2_139,5.70004e-05
1344,jml_adf2_92,5.60762e-05
1286,jml_adf2_34,5.5395387e-05
603,jml_mean_charge_8,5.527144e-05
691,jml_mean_charge_96,5.513729e-05
704,jml_mean_charge_109,5.4986314e-05
626,jml_mean_charge_31,5.4869826e-05
1448,jml_ddf_17,5.4844397e-05
1609,jml_ddf_178,5.4714626e-05
232,jml_elec_aff_subs_therm_cond,5.4518234e-05
1588,jml_ddf_157,5.4455482e-05
503,jml_mol_vol,5.443793e-05
619,jml_mean_charge_24,5.4408247e-05
1376,jml_adf2_124,5.4281634e-05
745,jml_mean_charge_150,5.4184093e-05
1208,jml_adf1_135,5.3376476e-05
1534,jml_ddf_103,5.262425e-05
27,avg_Row,5.2412495e-05
839,jml_mean_charge_244,5.2332634e-05
250,jml_mol_vol_subs_elec_aff,5.208223e-05
1397,jml_adf2_145,5.2031482e-05
768,jml_mean_charge_173,5.2011477e-05
1553,jml_ddf_122,5.149984e-05
856,jml_mean_charge_261,5.1397263e-05
893,jml_mean_charge_298,5.116341e-05
689,jml_mean_charge_94,5.1134557e-05
1504,jml_ddf_73,5.0912182e-05
1567,jml_ddf_136,5.0444698e-05
396,jml_first_ion_en_subs_mol_vol,5.042906e-05
355,jml_therm_cond_subs_voro_coord,5.0028917e-05
697,jml_mean_charge_102,4.9686456e-05
867,jml_mean_charge_272,4.9557442e-05
1621,jml_nn_11,4.8697613e-05
598,jml_mean_charge_3,4.8658185e-05
1152,jml_adf1_79,4.8187878e-05
1500,jml_ddf_69,4.7602713e-05
946,jml_mean_charge_351,4.7429214e-05
254,jml_mp_subs_mol_vol,4.726614e-05
112,min_AtomicWeight,4.7017267e-05
546,jml_mol_vol_divi_mp,4.6961184e-05
1442,jml_ddf_11,4.5771925e-05
1449,jml_ddf_18,4.543805e-05
1558,jml_ddf_127,4.511068e-05
98,max_NdValence,4.500459e-05
850,jml_mean_charge_255,4.4758483e-05
988,jml_rdf_15,4.465967e-05
122,min_NValence,4.45834e-05
678,jml_mean_charge_83,4.3730142e-05
449,jml_therm_cond_add_X,4.3066342e-05
216,jml_therm_cond_subs_atom_rad,4.258024e-05
713,jml_mean_charge_118,4.2208e-05
529,jml_hfus_add_mol_vol,4.205096e-05
1151,jml_adf1_78,4.167193e-05
741,jml_mean_charge_146,4.138966e-05
966,jml_mean_charge_371,4.081626e-05
131,min_SpaceGroupNumber,4.0414754e-05
1408,jml_adf2_156,4.027903e-05
1726,5d_frac,4.0089162e-05
708,jml_mean_charge_113,3.984866e-05
1255,jml_adf2_3,3.8724596e-05
774,jml_mean_charge_179,3.8264378e-05
1497,jml_ddf_66,3.8170525e-05
953,jml_mean_charge_358,3.7278667e-05
1603,jml_ddf_172,3.6735288e-05
1491,jml_ddf_60,3.638479e-05
372,jml_atom_rad_subs_mol_vol,3.6242538e-05
651,jml_mean_charge_56,3.618295e-05
1559,jml_ddf_128,3.5665053e-05
1545,jml_ddf_114,3.4117103e-05
596,jml_mean_charge_1,3.3994e-05
658,jml_mean_charge_63,3.3425214e-05
1468,jml_ddf_37,3.3333148e-05
1276,jml_adf2_24,3.3144992e-05
1478,jml_ddf_47,3.0497078e-05
755,jml_mean_charge_160,3.0045372e-05
652,jml_mean_charge_57,2.969959e-05
760,jml_mean_charge_165,2.9301267e-05
927,jml_mean_charge_332,2.8854356e-05
77,range_NfValence,2.8403298e-05
631,jml_mean_charge_36,2.7869051e-05
1561,jml_ddf_130,2.742122e-05
597,jml_mean_charge_2,2.7176928e-05
1502,jml_ddf_71,2.5424959e-05
1256,jml_adf2_4,2.5342837e-05
159,jml_atom_mass_subs_first_ion_en,2.5290281e-05
952,jml_mean_charge_357,2.360021e-05
1459,jml_ddf_28,2.3464396e-05
1580,jml_ddf_149,2.3222185e-05
823,jml_mean_charge_228,2.2157727e-05
1381,jml_adf2_129,2.1470518e-05
1464,jml_ddf_33,2.1248276e-05
752,jml_mean_charge_157,1.9366054e-05
1494,jml_ddf_63,1.9307536e-05
701,jml_mean_charge_106,1.7834851e-05
824,jml_mean_charge_229,1.4316343e-05
1516,jml_ddf_85,1.4217697e-05
1492,jml_ddf_61,1.4159171e-05
1550,jml_ddf_119,1.3228954e-05
1596,jml_ddf_165,1.2296864e-05
55,dev_NfValence,1.1997132e-05
260,jml_mol_vol_subs_X,1.18842845e-05
195,jml_elec_aff_add_atom_mass,1.1535131e-05
380,jml_hfus_add_first_ion_en,1.0963307e-05
930,jml_mean_charge_335,1.0882797e-05
160,jml_row,1.0147654e-05
242,jml_mol_vol_add_atom_mass,8.316123e-06
1506,jml_ddf_75,7.302471e-06
